Title,Year,Abstract
"The Influence of System Quality, Information Quality, and Service Quality on User Satisfaction of Grab Application Transportation (Survey on University of Brawijaya …",2019,"… Teknik pengambilan sampel pada penelitian ini menggunakan purposive sampling berjumlah
100 responden dari mahasiswa Universitas Brawijaya dengan menentukan beberapa …"
[PDF] The potential of exopolysaccharide-producing bacteria from rhizosphere of rubber plants for improving soil aggregate,2018,"This study aimed to examine the effect of bacteria found in the rhizosphere of rubber plants
in producing exopolysaccharides to improve aggregate stability of sandy soils. Samples of …"
"Relationship between land degradation, biophysical and social factors in Lekso Watershed, East Java, Indonesia",2018,"Degraded lands are getting extensive worldwide. Even its existence has projected as a
solution to fulfill agricultural land scarcity to meet the global demands of food and other …"
[PDF] Improving the accuracy and reliability of land use/land cover simulation by the integration of Markov cellular automata and landform-based models _ a case …,2019,"Land use/land cover (LULC) is one of the important variables affecting human life and the
physical environment. Modelling of change in LULC is an important tool for environmental …"
[CITATION] … and Drying Duration toward Psychochemical Characteristic of Biodegradable Plastic from Starch Composite of Aloevera–Chitosan: Universitas Brawijaya,2013,
Effects of organic matter application on methane emission from paddy fields adopting organic farming system,2015,"A study that was aimed to determine the effect of the use of organic manure and azolla on
methane emission on paddy field of organic systems was conducted on paddy fields in the …"
Effect of land use and organic matter on nitrogen and carbon labile fractions in a Typic Hapludult,2017,"A study that was aimed to determine the effect of organic matter from groundnut and maize
biomass on the availability of N and C labile fraction was conducted in laboratory and …"
"[PDF] Relationship between soil morphology and variability of upland degradation in Bogowonto Watershed, Central Java, Indonesia",2020,"Land-use change and lack of conservation in Bogowonto Watershed area have caused land
degradation due to erosion and landslides. The rate of land degradation can be measured …"
[HTML] Global prevalence and potential influencing factors of COVID-19 vaccination hesitancy: a meta-analysis,2022,"Countries worldwide have deployed mass COVID-19 vaccination drives, but there are
people who are hesitant to receive the vaccine. Studies assessing the factors associated with …"
The Influence Of Profitability and Capital Structure on Firm Value (Study on Manufacturing Industries Listed at Indonesia Stock Exchange for Periods 2008-2012),2014,"Penelitian ini berusaha memberikan pengaruh pada nilai perusahaan dengan profitabilitas
dan modal yang digunakan struktur sebagai variabel. Analisis ditandai pada semua 505 …"
"[PDF] Mitigation of land degradation at Juana watershed, Central Java",2014,"Land degradation became more and more widespread, especially in areas with a dense
population and dependence on agriculture is high enough. Land degradation can be …"
Effectiveness of organic wastes and forages to increase soil fertility status and crop yield in dry lands,2014,"The main purpose of this study was to elucidate the effects of application of organic wastes
and rotation of cropping system on soil fertility status and yields of dry field rice, maize, …"
[PDF] Effect of arbuscular mycorrhizal fungi on the potential of three wild plant species for phytoextraction of mercury from small-scale gold mine tailings,2016,"A study that was aimed to explore the effects of arbuscular mycorrhizal (AM) fungi inoculation
on the potential of wild plant species (Paspalum conjugatum, Cyperus kyllingia, and …"
[PDF] Lead and chromium removal from leachate using horsetail (Equisetum hyemale),2014,"Phytoremediation has been widely used for wastewater treatment technology. Horsetail was
investigated for its capacity to remediate lead and chromium in leachate. This plant seemed …"
Assessing The Effect of Learning Service Quality on Customer Retention Through Customer Satisfaction as Mediation Variable in The Culinary Study Program …,2023,"This quantitative study explores the relationship between online learning service quality,
customer satisfaction, and customer retention in the Culinary Study Program during the Covid-…"
The influence of financial ratio towards stock price (Empirical study on listed companies in Indonesia Stock Exchange of LQ45 in 2009-2011),2012,"Semakin terbukanya perekonomian dunia termasuk perekonomian Indonesia membuat
pertumbuhan investasi di Indonesia telah mencapai kemajuan yang pesat. Kemajuan ini …"
[PDF] Review of the occurrence and structural controls of Baryte resources of Nigeria,2018,"Baryte occurrences in Nigeria are spread across the Cretaceous Benue Trough which
comprises of carbonaceous shales, limestone, siltstones, sandstones as well as in the …"
"[PDF] Hydroseeding application using pioneer local plant seeds for coal postmining soil in Tanah Laut Regency, South Kalimantan",2018,"The research aimed to determine pioneer local plant seeds germination and growth on coal
postmining soil, and to determine optimal mulch for producing great productivity. The …"
"Phytoremediation of Pb contaminated paddy field using combination of Agrobacterium sp. I3, compost and ramie (Boehmeria nivea)",2018,"Industry sector exerts a negative effect on the environment. Industrial waste is often
disposed to the rivers. The industry contributes to the accumulation of heavy metals in the …"
"[PDF] Effect of liming, manure, and NPK fertilizer application on growth and yield performance of soybean in swamp land",2016,"Increased productivity and the expansion of planting area to potential land are two strategies
to increase soybean production. Swamp land is one of potential land. Acidic soil, poor …"
[PDF] A Study on Reading Strategies Used by 11th Grade Students of SMA Brawijaya Smart School Universitas Brawijaya Malang,2014,"… This study is aimed at finding out the kinds of reading strategies, the most frequently used
reading strategy, and the significant difference of reading strategy between science and social …"
An Analysis on Language Function in Utterances Produced by Carl to Russell in Movie Up,2013,"Dalam Kehidupan Sehari-hari, People Berinteraksi Satu Sama Lain Dengan Menggunakan
Bahasa. Melalui Bahasa, Orang Berbagi Informasi, Ide, Atau Perasaan Satu Sama Lain. …"
[PDF] The potential of Arachis pintoi biomass to improve quality of soil continuously used for cassava cropping,2014,"A field experiment that was aimed to elucidate the effects of application of Arachis pintoi
biomass and animal dung on quality of soil continuously used for cassava cropping was …"
[PDF] Utilization of biochar and Trichoderma harzianum to promote growth of shallot and remediate lead-contaminated soil,2021,"Article history: Received 2 January 2021 Accepted 3 March 2021 Published 1 April 2021
This study aimed to determine the effect of biochar and Trichoderma harzianum toward lead …"
Price perception: effect of coupon proneness and sale proneness on consumer impulse buying,2018,"The purpose of this research is to find out the consumer's price perception by considering two
factors that are Coupon Proneness and Sale Proneness in order to know its influences on …"
[PDF] Regional Economics: How does Tourism Influence Regional Revenue of Malang Raya?,2018,"This paper aims to analyze the influence of tourism sector to regional revenue of Malang Raya.
In this case, tourism sector used the number of tourist arrival, hotel’s room occupancy rate…"
A Study on register used by the prostitutes community in the book surabaya double cover sex in the city,2012,"Sebagai homo socius, manusia menggunakan bahasa untuk berinteraksi (Ilmiyati, 2011,
para.7). Ada dua tipe utama variasi dalam bahasa. Pertama berdasarkan pengguna bahasa, …"
To what extent is leader-member exchange and psychological safety able to influence counterproductive work behavior? Evidence from the hospitality industry in …,2020,"Counterproductive work behavior (CWB) is a form of behavioral and unethical deviation that
can threaten the existence of companies including the hotel industries that uphold the …"
The prediction of heavy metals lead (Pb) and zinc (Zn) contents in soil using NIRs technology and PLSR regression method,2018,"The case of soil contamination by heavy metals in environment shows an increasing amount
along with the constructions and development period that has been done. The identification …"
Temperature effect of crystalinity in cellulose nanocrystal from oil palm empty fruit bunch (OPEFB) using sonication-hydrothermal methods,2017,"Production of cellulose nanocrystals (CNCs) from cellulose of oil palm empty fruit bunches (OPEFB)
have been done. The delignification of OPEFB was mixed with 17, 5% NaOH and …"
"Waste management of shrimp farms as starting point to develop integrated farming systems (case study: Kuwaru Coast, Bantul, Yogyakarta, Indonesia)",2015,"Intensive waste management is a solution to maintain an area of ecological harmony but
still can produce economic benefits that are beneficial to social welfare. So in this research, …"
[PDF] Impact of maize conservation agricultural system on nitrogen losses through surface runoff and soil erosion in dryland,2019,"Nutrient loss in dry land through surface runoff and soil erosion is thought to dominate the
watershed eutrophication. Conservation agriculture is expected to be able to reduce the …"
The physicochemical properties of white sorghum (Sorghum bicolor L.) flour in various particle sizes by Soaking the seeds before and after dehulling,2021,"Sorghum seeds have good nutrition for human health. Therefore, preparation for food
needs to be done by various methods. This study aimed to investigate the physicochemical …"
"[PDF] Interpretation of sustainability factor in wonorejo mangrove ecotourism, surabaya, indonesia",2018,"Mangrove Ecotourism Wonorejo Forest (EHMW) is designed by the Surabaya City’s government
to have some aspects of nature and education to conservation that may help to save the …"
[PDF] Water harvesting technologies in semi-arid and arid areas,2019,"With the increases in world population, the demand for natural resource like water also
increases. Groundwater and surface resources have been used are being utilized quicker than …"
Improvement of sweet potato yield using mixtures of ground fish bone and plant residues,2017,"The Indonesian government begins to promote food diversification program. The government
expects the Indonesian people can consume food crops other than rice, such as wheat, …"
[PDF] Nitrogen and phosphorus fertilization for groundnut in saline soil,2018,"Groundnut cultivation on saline soil facing complex problems associated with high electrical
conductivity (EC), toxic effects of Na cation, imbalance nutrients, and N and P deficiency. …"
[PDF] Effect of amelioration on growth and yield of two groundnut varieties on saline soil,2016,"Productivity of agricultural land in coastal area is limited by salinity. Planting tolerant variety
combined with amelioration is an effective management to increase productivity of salt …"
"[PDF] The role of volunteer for the management of conservation-based ecotourism in Clungup Mangrove Conservation Tambakrejo Village, Sumbermanjing Wetan …",2018,"Clungup Mangrove Conservation (CMC) is the coastal area with the most complete
ecosystem in Malang District. Since 2014, this place started to be known as the area of the …"
The effect of synthesis temperature on the plate-like particle of Bi4Ti3O12 obtained by molten nacl salt method,2021,"Three-layer Aurivillius compound bismuth titanate (Bi4Ti3O12) is well known for having
interesting properties such as ferroelectric and photocatalyst. Many researchers reported that the …"
The Implementation of E-Government to Improve Public Service (The Development Website ub. ac. id in Brawijaya University).,2013,"… Pemerintah Elektronik di Universitas Brawijaya yang dapat … layanan publik di Universitas
Brawijaya. Berdasarkan hasil … dan kurangnya otoritas dari Universitas Brawijaya dan PPTI. …"
[PDF] ICT usages in Yogyakarta's tourist villages development,2020,"Developmental gap between tourist villages occurs due to differences in tourist attractions,
existing facilities, and also the use of Information, Communication, and Technology (ICT). …"
"Improving service quality of public housing (case study of Rusunawa implementation program in Kudus, Central Java, Indonesia)",2013,"Perkembangan perumahan dan pemukiman masih dihadapi dengan tiga masalah utama
adalah persediaan rumah yang terbatas, meningkatkan jumlah rumah tangga rumah yang …"
"Sustainability of Family Business: Millennials Intention To Stay in the Family Business As the Result of Stewardship Climate, Mediated By Successor'S Trust and …",2021,"This research studies the influence of stewardship on the intention to stay in the family
business. Successor’s trust and socioemotional wealth are also studied as mediator. The …"
Determinants of financing decisions for micro enterprises in Malang City in 2022-2023 moderated by Islamic financial literacy,2024,"Purpose This study aims to analyze the Determinants of Financing Decisions in Micro
Enterprises in Malang City Moderated by Sharia Financial Literacy Design/methodology/approach …"
[PDF] Analysis of factors contributing to the dispersal of Casuarina junghuhniana Miq. in a volcanic mountain,2020,"Casuarina junghuhniana or mountain ru, she oak or cemara is a species from Indonesia
which grows in the highland area at an altitude between 2000-3000 m above sea level (asl). …"
[PDF] Preparation and characterization of poly-(methacrylatoethyl trimethylammonium chloride-co-vinylbenzyl chloride-co-ethylene dimethacrylate) monolith,2015,"A polymer monolithic column, poly-(methacrylatoethyltrimethylammonium chloride-covinylbenzyl
chloride-co-ethylene dimethacrylate) or poly-(MATE-co-VBC-co-EDMA) was …"
"[PDF] Checklist of flora along tourist trails to Mt. Lamongan, East Java (Indonesia): misconception of restoration and ecotourism programs in mountain region?",2018,"The aim of this research was to evaluate the diversity of plant species along the tourist trails
to Mt. Lamongan and combat any misconceptions about ecosystem restoration and the …"
[PDF] Yield of Jatropha curcas L. accessions of West Nusa Tenggara during five a year production cycle on a degraded agricultural land,2014,"Competition between food crops and bioenergy crops in using agricultural lands should be
avoided. Bioenergy crops such as Jatropha, should be grown on underutilized or degraded …"
"[PDF] Developing Marine and Coastal-based Sport Tourism on the Waterfront: The Case of Manado Waterfront, Indonesia",2016,"There are many marine-based sports that have become universally popular as tourist
attraction on waterfronts. This study aimed to examine the existence of marine and coastal-based …"
"[PDF] Action plan in developing sea turtle conservation as ecotourism attraction in Sukamade, Meru Betiri National Park",2016,"Sukamade Coastal Area located in Meru Betiri National Park has particular object as
ecotourism attraction, ie Sea Turtle. On the other hand, national park management use the cross …"
[PDF] The contribution of organic acid on heterotrophic CO2 flux from tropical peat: a trenching study,2021,"Quantification of CO2 flux from peat has been studied with various methods of measurement
and data analysis. Several studies have applied regression analysis to assess carbon flux …"
"[PDF] Soil properties of agricultural area in karst terrain of Parakan, Pangandaran, West Java, Indonesia",2021,"Article history: Received 29 February 2021 Accepted 23 March 2021 Published 1 April 2021
Karst terrain in the mountainous of Pangandaran associates with terra rossa, a clayed soil …"
[PDF] Analysis of coastal vulnerability of Rangsang Island due to climate changes,2019,"Rangsang Island is home to more than 48,000 residents. Climate change has been a critical
issue to the Island and threatened the existence of the inhabitants. This study is proposed to …"
"[PDF] The natural and cultural resources for ecotourism development in Trenggalek Regency, East Java",2015,"Ecotourism is all of the activities that is responsible for maintaining the conservation and
environmental education. This activities also involves the local communities to get some benefit. …"
"The acid mine drainage (AMD) impact of tailings and non-tailings on the ecosystem changes in the ModADA sedimentation area, Timika",2020,"Tailings are the parent material residues resulted from a separation process of valuable
minerals containing copper, gold and silver. This separation process is carried out mechanically …"
The effect planting hole size and manure on vegetative growth of golden teak (Tectona grandis L.),2018,"Cultivation of the golden teak (Tectona grandis L.) requires the planting hole size and
appropriate use of manure. The size of planting hole provides plant growth, so that the plant can …"
"Spatial distribution of soil morphology and physicochemical properties to assess land degradation under different NDVI and TRI in North Halmahera, Indonesia",2021,"Land degradation is currently a major environmental problem that can lead to decreasing
biomass productivity. The causes of land degradation have been widely reported. However, …"
the Effect of Experiential Learning on Attitudes and Intention: an Experimental Design,2019,"In this study, we examined the effect of an entrepreneurship program based on experiential
learning on attitudes and intentions. We used a quasi-experimental design. Data were …"
[PDF] Utilization of locally available organic matter to improve chemical properties of pyroclastic materials from Mt. Kelud of East Java,2017,"Pandansari village, Ngantang District was severely affected by Mt. Kelud eruption in 2014.
Almost all soil surfaces were covered by the eruption product, leading to serious problems for …"
[PDF] Growth and survivorship of Vetiveria zizanioides in degraded soil by gold-mining in the Peruvian Amazon,2021,"In the Peruvian Amazon, large area of primary forest have been deforested by Artisanal and
small-scale gold mining (ASGM). Vetiveria zizanioides (Poaceae) is considered an excellent …"
"[PDF] Tourism development strategy of Buntula'bi Balusu sub-village, North Toraja regency based on tourist perception",2014,"Buntula’bi Balusu Sub-village located in North Toraja Regency. It is uniquely endowed with
diverse cultural heritages, both physical (tangible) and non-physical (intangible) cultures, …"
[PDF] The changes of soil physical and chemical properties of Andisols as affected by drying and rewetting processes,2015,"Soils from a toposequence in northern slope of Mt. Kawi, Malang were sampled to study the
effect of amorphous content on the irreversible drying properties of the soils. Water, clay, …"
"[PDF] The spatial dynamics of land cover change along the Wallacea corridor in the key biodiversity area 'Buano Island', Maluku, Indonesia",2020,"Land cover change is an urgent global issue that needs to be addressed immediately. Its
dynamics are of the greatest importance to Key Biodiversity Areas (KBAs) along the Wallacea …"
A Study on The Main Character's Internal and External Conflicts in Extremely Loud and Incredibly Close Movie,2013,"Tiga sistem kepribadian yang harmonis menurut Freud merupakan kebutuhan penting yang
harus dicapai oleh manusia dalam kehidupannya. Ketiga sistem harus terorganisasi …"
[PDF] Resources of Boti Village (Timor Island) for the ecotourism development,2017,"The aim of the paper is to describe the natural and cultural resources of Boti community for
tourism development in Boti Village in Timor Island, Indonesia. Boti has been known as the …"
[PDF] Analyzing mediation effect of competitive advantage on firm performance as measured by total quality management and supply chain management,2022,"The objective of this research is to examine 4 (four) variables, respectively total quality
management, supply chain management, competitive advantage, and firm performance. The …"
The Impact of Economic Growth on the Environment: Evidence from Environmental Kuznet Curve Analysis in 7 ASEAN Countries,2017,"Degradasi lingkungan adalah salah satu isu yang timbul akibat meningkatnya pertumbuhan
ekonomi suatu negara. Tidak terkecuali kawasan ASEAN. Sebagai 'pasar ekonomi baru', …"
[PDF] Phytoremediation of cadmium-contaminated soil using terrestrial kale (Ipomoea reptans Poir) and corncob biochar,2020,"This study aimed to examine the potential of terrestrial kale (Ipomoea reptans Poir) combined
with corncob biochar for phytoremediation of cadmium-contaminated soil. The experiment …"
"The Influence Of Hedonic Product, Self-Expressive Brand, And Satisfaction On Brand love And Brand loyalty: Study Of Starbucks Consumers In Malang",2017,"Penelitian ini bertujuan untuk menguji pengaruh hedonic product, self-expressive brand,
dan satisfaction pada brand love dan brand loyalty terhadap Starbucks dari perspektif …"
"The Effect of NET PROFIT MARGIN (NPM), RETURN ON ASSETS (ROA), and EARNING PER SHARE (EPS) on stock prices on real estate and property companies …",2014,"Penelitian ini bertujuan untuk menguji pengaruh Return on Assets (ROA), Net Profit Margin (NPM)
dan Earning Per Share (EPS) dari harga perusahaan dalam Real Estate dan Properti …"
"Groundwater aquifer study on coal mining area: a case of North Samarinda, Indonesia",2018,"One of the sectors supporting the economy of Indonesia is the mining industry. In East
Kalimantan, coal mining activity has been done widely. Coal-mining open-pit activities play a …"
Future direction of Au agromining on how to solve artisanal and small scale gold mining problems,2021,"Indonesia is one of the countries with the largest Au deposited. Gold mining has been the
backbone of Indonesia’s economy. However, Indonesia also faces huge problems of Artisanal …"
[PDF] Phytobioremediation of cadmium-contaminated soil using combination of Ipomoea reptans Poir and Trichoderma sp. and its effect on spinach growth and yield,2018,"This research aimed to study the potential role of Ipomoea reptans and Trichoderma sp. on
the absorption of cadmium from cadmium-contaminated soil and its effect on and growth rate …"
Implementation of Decentralized Water Resources Management Based on Integrated Water Resources Management in Indonesia (A Case Study of Cisadane River …,2017,"Saat ini, banyak negara di dunia menerapkan sistem desentralisasi untuk pengelolaan
sumber daya air-nya. Hal ini diyakini bahwa desentralisasi dapat meningkatkan kesejahteraan …"
Speaking Strategies Used by Indonesian EFL Learners in English Debate.(A Case Study of Indonesian University Student Debaters at Formasi-Universitas Brawijaya) …,2016,"… Formasi adalah klub Inggris yang merujuk pada salah satu program ekstrakurikuler yang
dipegang oleh Universitas Brawijaya yang menyediakan aktivitas debat ini. Tim debat Formasi …"
[PDF] Carbon storage and energy production of Eucalyptus urophylla developed in dryland ecosystems at East Nusa Tenggara,2021,"The development of Eucalyptus urophylla in dryland ecosystems plays an important contribution
to support climate change mitigation and renewable energy diversification. However, …"
Teaching Strategies in Overcoming Students' Problems in the Speaking Class.,2017,"… Subjek penelitian ini adalah seorang dosen dan 31 mahasiswa di kelas E guided speaking,
Fakultas Ilmu Budaya, Universitas Brawijaya. Subjek penelitian ini ditentukan berdasarkan …"
Weed communities on monoculture and intercropping cultivation techniques,2017,"Monoculture and intercropping systems are techniques of controlling weeds in technical
culture (ecology). Change in cropping system from monoculture to intercropping may affect the …"
"The Effect Of Brand Awareness, Brand Associations, Perceived Quality, And Corporate Reputation On The Customer Satisfaction A Case On Students In University Of …",2015,"… pengguna sepatu Converse di universitas brawijaya. Jenis penelitian ini adalah explanatory
research. Penelitian ini mengambil lokasi di Universitas Brawijaya Malang. Kuesioner ini …"
Seasonal variations in semen quality of pasundan bulls in their native tropical environment,2021,"Keberhasilan inseminasi buatan sangat tergantung pada kualitas semen, yang sangat erat
kaitannya dengan faktor lingkungan. Namun, informasi mengenai pengaruh musiman …"
[PDF] Effect of mulching and amelioration on growth and yield of groundnut on saline soil,2017,"Agricultural lands affected by salt facing complex problems associated with soil salinity and
the toxicity effects of Na cation. Soil amelioration and mulching is an alternative to alleviate …"
[PDF] Prediction of soil organic carbon loss due to erosion in Girindulu Watersheds,2015,"This research aimed to predict soil loss and soil organic carbon loss due to the erosion in
the Girindulu watershed. The population of the research was all landforms in the Girindulu …"
[PDF] Environmental stewardship for gold mining in tropical regions,2013,"Mining has gained strong popularity in recent years due to the increase in global demand for
metals and other industrial raw material derived from the ground. However, information and …"
Development of spectrophotometric method for determination of chromium species using hypochlorite agent based on the formation of Cr (VI)-Diphenylcarbazide …,2015,"Research of speciation analysis Cr (III) and Cr (VI) using hypochlorite and peroxide oxidants
with Visible Spectrophotometry has been proposed. This research was carried to obtain …"
[PDF] The potential of intercropping food crops and energy crop to improve productivity of a degraded agriculture land in arid tropics,2014,"Degraded agricultural lands in the arid tropics have low soil organic carbon (SOC) and hence
low productivity. Poor farmers that their livelihoods depend highly on these types of lands …"
"The Invasive Plants Species along the Hiking Track of Mount Panderman Nature Tourism, Batu, East Java",2018,"Indonesia has the highest biodiversity that places ecotourism as a sustainable development
sector. The negative impact of ecotourism is the vulnerability to invasive plant species …"
Kalilo river pollution due to limited land settlement and human behavior along the Kalilo riverbanks,2014,"Kalilo River is one of the sights that is always visible to the people who come cross to
Banyuwangi. However, there are many trash and animal (human) defecation in the Kalilo river that …"
[PDF] A Study of Figure of Speech Hyperbole Found in The Game of Thrones,2018,"The purpose of this study is to understand the hyperbole employed in Game of Thrones and
what it really means. It is an interesting subject because not until recently a study of figure of …"
A Case Study: Students' Difficulties in Writing Descriptive Text in the First-Year Students at SMP Brawijaya Smart School (BSS) Malang.,2017,"Menulis adalah salah satu cara manusia berkomunikasi dalam bentuk tulisan untuk
menyampaikan pesan. Teks deskriptif menjadi salah satu topik pembelajaran untuk siswa kelas 7 …"
Improvement of several indicators of physical and biological properties of soil after adding crops biomass residues and yield of upland rice,2019,"Returning and addition of organic material to soil is a key to protecting the soil, plants, and
the environment. A study aimed to elucidate the effect of residual biomass application on …"
Analysis of Factors Affecting the Financial Performance in Cooperatives (Study at KPRI Universitas Brawijaya),2023,"… on financial performance at KPRI Universitas Brawijaya.” A … financial reports from KPRI
Universitas Brawijaya for the period … income at KPRI Universitas Brawijaya are liquidity ratios and …"
Combined applications of biochar and legume residues to improve growth and yield of sweet potato in a dry land area of East Java,2015,"Production of sweet potato in the dry land areas of East Java is low because of low levels of
soil fertility in the region. One of alternatives to improve crop production in the area is the use …"
Management Local Area Network (Case Study at Assessment and Development of Information Technology Units Brawijaya University Malang).,2015,"… Universitas Brawijaya. PPTI memegang bagian vital dalam teknologi informasi di Universitas
Brawijaya … tugas untuk mengelola bisnis Universitas Brawijaya yang terkait dengan …"
[PDF] The possible use of coal fly ash and phosphate-solubilizing fungi for improving the availability of P and plant growth in acid soil,2020,"The availability of P in acid soils may be raised through the application of phosphatesolubilizing
fungi (PSF). Coal fly ash (CFA) that has a high pH and contains a relatively high P may …"
[PDF] Investigation of the spread of mercury in the land around the waste storage ponds in the Kulon Progo traditional gold mine,2021,"Article history: Received 19 April 2021 Accepted 11 May 2021 Published 1 July 2021 This
study was conducted to determine mercury contamination contained in soils in Kalirejo sub-…"
"Challenging the elite-public divide; Representing former Indonesian first lady, Ani Yudhoyono in online news discourse",2023,"Women in politics invariably attract heightened levels of attention due to their marked difference
to the masculine political norm. With the rise of social media and online news, political …"
The roles of arbuscular mycorrhizal fungi in the intensity of the foot rot disease on pepper plant from the infected soil,2017,"Pepper (Piper nigrum L.) is an important spice plant of Indonesia. In Bangka Belitung Province,
the main pepper producer, pepper has been the most commonly cultivated commodity. …"
The quantitative soil quality assessment for tobacco plant in Sindoro mountainous zone,2014,"The long-term cultivation of tobacco (Nicotiana tabacum) plant in the Sindoro mountainous
zone of Central Java has resulted in soil quality degradation that could affect economic …"
Water and sediment yields from two catchments with different land cover areas,2017,"Land cover and human activities affect water yield and soil erosion-sedimentation in a
catchment. Therefore, a study to obtain information of water and sediment yields from two …"
"THE IMPACT OF BRAND EQUITY TOWARDS CONSUMER'S PURCHASE INTENTION (An Empirical Study of Teh Botol Sosro Product, on College Student in Faculty …",2016,"… Sampel dalam penelitian ini adalah siswa di Fakultas Ekonomi dan Bisnis Universitas
Brawijaya (UB) Malang. Teknik pengambilan sampel adalah purposive sampling dengan 120 …"
The effectiveness of Mendong plant (Fimbrystilis globulosa) as a phytoremediator of soil contaminated with chromium of industrial waste,2017,"The textile industry produces sideline output in the form of dangerous waste. The textile
industrial waste containing heavy metal, one of which is Chromium (Cr). Chromium is very …"
[PDF] A Flavonoid glycoside compound isolated from Macaranga gigantifolia Merr leaves,2017,"Apigenin-8-C-glycoside (1), a flavonoid glycoside compound has been isolated from the
leaves of Macaranga gigantifolia Merr. Isolation and purification was conducted by …"
Management Principle of Lake Toba Tourism Destination: Local People's Perception,2021,"In tourism development, community participation is very important. Community participation
does not just appear but must start from the correct perception of tourism. The local …"
[PDF] Role of biogas technology adoption in forest conservations: evidence from Ethiopia,2020,"Almost all developing countries satisfy their energy requirements from firewood. In Ethiopia
majority of the rural population relies on biomass energy sources for every energy necessities…"
[PDF] Management of mine acid drainage in a constructed wetland using hyacinth plant and addition of organic materials,2019,"Coal mining is an activity to exploit land to get coal stored underground. Environmental
problems in coal mining activities are generally associated with Acid Mine Drainage (AMD). The …"
"[PDF] Agroedutourism Model to Improve Environmental Awareness of Students in Some Elementary School in Malang Raya, East Java",2016,"This research aimed to build specific agroedutourism model for elementary school students
in Malang Raya. Target of this research were 5th grade students from SDN Ketawanggede 2…"
The impact of land use change on land capability in Tirtomoyo-Wonogiri,2018,"This research was conducted with the aim of studying land use change and evaluating the
impact of land conversion on land capability in Tirtomoyo District of Wonogiri Regency. This …"
[PDF] Selection of mercury accumulator plants for gold mine tailing contaminated soils,2015,"Phytoremediation, which is more efficient with less side effects than conventional physical
and chemical methods, is increasing in popularity as a remediation system. This paper …"
EFL Students' Speaking Anxiety in the Speaking Class (A Survey Study in English Department of Universitas Brawijaya),2019,"… Penelitian ini dilakukan di Departemen Pendidikan Bahasa Inggris Universitas Brawijaya
Malang dengan melibatkan 113 mahasiswa dari semester ketiga yang berasal dari kelas …"
… into Self-Esteem and Work Commitment Levels of Employees Operating within Non-Profit Organization (A Study on AIESEC's Member in Universitas Brawijaya),2018,"… Universitas Brawijaya, dan (2) mengetahui upaya yang diimplementasikan oleh AIESEC
Universitas Brawijaya … selfesteem karyawan di AIESEC Universitas Brawijaya. Sementara itu, …"
"Purple sweet potatoes from East Java of Indonesia revealed the macronutrient, anthocyanin compound and antidepressant activity candidate",2021,"Introduction: The development of new antidepressant is crucial to overcome the remission
rate limitation. Anthocyanin on purple sweet potatoes (PSP) from East Java cultivar previously …"
[PDF] Local Wisdom of Smoked Fish Processing as Tourism Product in Situbondo Regency,2014,"Marine and fisheries resources in Situbondo Regency were potential to supports seafood
processing, eg traditional smoked processing of mackerel tuna (Euthynnus affinis Cantor) …"
[PDF] Evaluation of water quality in the swamp river border using water quality index,2020,"As a source of minerals, water must be continuously maintained, including in term of its quality.
Meanwhile, swamps are wetlands that have the potential to experience a decline in water …"
"[PDF] Urban induced land use land cover changes in upper Deme watershed, Southwest Ethiopia",2021,"Article history: Received 5 June 2021 Accepted 19 July 2021 Published 1 October 2021 The
study was aimed to assess urban induced land use land cover changes in the upper Deme …"
The Influence Water Extract of Black Soybean (Glycine max (L.) Merr.) on Reducing of Blood Glucose Level and The Superoxide Dismutase (SOD) Activity on …,2014,"Black soybean (Glycine max (L.) Merr.) is a tropical plant and spread widely in South East
Asia including Indonesia. It contains anthocyanins and isoflavones which acts commonly as …"
[PDF] Taxonomic Contribution For Ecotourism Development In Indonesia,2013,"This paper describes about the role of taxonomic in ecotourism development in Indonesia.
Development and management of ecotourism in Indonesia recently are still quite slow and …"
Gender Based Motivation In Acquiring Javanese By Non-Javanese First Year Students Of English Study Program Of Universitas Brawijaya,2015,"… studi Sastra Inggris Universitas Brawijaya dalam pemerolehan … Sastra Inggris Universitas
Brawijaya Pendekatan kuantitatif … pertama sastra Inggris Universitas Brawijaya dengan 7 …"
[PDF] Cyanide adsorption from cassava wastewater onto calcined periwinkle shell,2019,"Local cassava processing industries produce large quantities of wastewater containing
cyanide which is toxic in nature with negative impacts on the environment when disposed of …"
"[PDF] Trickle-Down Economics' Arthur Lewis Fails: An Economic Development Study of Mount Bromo in Ngadisari Village, Sukapura District, Probolinggo Regency …",2019,"In this paper, we will examine if the trickle-down effect has ever taken in rural Indonesia.
One of the cases draws attention in economic development study is poverty and income gap …"
[PDF] The economy of tourism and its impact to other sectors in Lampung Province,2016,"Tourism sector has been identified contribute to the economy of Lampung Province. The
study aims to assess the direct and indirect linkage towards economic sectors, analyze the …"
An analysis of face threatening act (FTA) used by the main characters in “Super Nanny” reality show,2011,"Strategi kesantunan adalah cara tuturan yang digunakan dalam komunikasi dengan tujuan
agar interaksi antara penutur dan mitra tutur berjalan lancar. Fenomena sosial ini dapat …"
