Title,Year,Abstract
study lexical ambiguity chandra liow video youtube com,2018,"… Presented to Universitas Brawijaya in partial fulfillment of the requirements for the degree
of Sarjana Sastra … STUDY PROGRAM OF ENGLISH DEPARTMENT OF LANGUAGES …"
consumer decision towards online shopping consumer primary way shop comparison brick mortar store,2013,"… Metode yang digunakan dalam mengumpulkan data adalah kuesioner dengan mahasiswa
S1 Fakultas Ekonomi dan Bisnis Universitas Brawijaya yang pernah berbelanja online …"
optimization land use based land suitability class development red chilli jember regency,2022,"OPTIMASI PENGGUNAAN LAHAN BERDASARKAN KELAS KESESUAIAN LAHAN UNTUK
PENGEMBANGAN TANAMAN CABAI MERAH DI KABUPATEN JEMBER Page 1 OPTIMASI …"
optimization elevating blood uric acid level high purine diet,2018,"An exploration of the use of medicinal plants to lower uric acid levels has been widely
practiced. Stages of new drug development research are preclinical test using experimental …"
planting depth management increase early growth aboveground biomass carbon storage eucalyptus pellita ultisols south sumatra,2020,"Planting depth management is a silvicultural regime that highly related to standing productivity.
However, the influence of planting depth on stand productivity is not deeply understood …"
influence agroforestry silviculture productivity quality canna edulis ker private forest land,2014,"The productivity of private forest land by using agroforestry of Canna edulis Ker aims to
achieve food security at the smallholder level. The purpose of this study was to determine the …"
consequence cultural behavioral difference tourist study australian indonesian tourist visit lombok island west nusa tenggara,2015,"This study aims at identifying behavior differences of Australian tourists and domestic
tourists who visit Lombok island, and determining as well as analyzing the Hofstede cultural …"
recognizing entrepreneurial opportunity common outcome entrepreneurial mindset,2023,"Entrepreneurship is important for economic growth in Indonesia. Entrepreneurial opportunities
are essential to maintain a business. This study is intended to explore how business …"
brief history development blasting modern theory rock breaking,2016,"The article is devoted to the task today to improve the effectiveness of blasting during construction
of horizontal and inclined mine excavations. Construction of new and reconstruction of …"
degradation groundwater quality due occurrence water bayat district klaten central java indonesia,2020,"Bayat is located in the south of central Java, Indonesia. In the quaternary deposit area,
groundwater on some dug wells taste salty and previous studies discovered salty-tasted water …"
tourist perception supporting infrastructure facility visiting time ngebel lake ponorogo,2014,"This study aims to analyze the tourists’ perception about the importance and satisfaction on
the product of fisheries tourism, and to assess the visiting time of tourist based on climate …"
accounting student attitude towards english learning faculty economic business,2018,"… Universitas Brawijaya towards English language learning in term of cognitive aspect?; (2)
How are the attitudes of Accounting students in Universitas Brawijaya … in Universitas Brawijaya …"
portable solid phase extraction copper cadmium lead using analig chelating resin determination atomic absorption spectrometry,2014,"The adsorption of metallic elements on the solid phase chelating resins is probably the most
effective separation and preconcentration methods. In this work, portable Solid phase …"
utilization slurry mushroom baglog improve growth yield strawberry degraded volcanic soil,2021,"Utilization of slurry under the combination with mushroom baglog could be used a potential
source for replacing nitrogen fertilizer and improve soil fertility. The purpose of this study was …"
coastline change north bengkalis island indonesia satellite imagery analysis observation,2018,"Coastal area activity on human exploitation greatly affected aquatic ecosystems. Land
changes disturbed the level of soil stability, soil will be easily eroded by the flow of water, the …"
politeness strategy used albert lionel movie king speech,2012,"Bagaimana orang tersebut menggunakan bahasa ketika berkomunikasi dengan orang lain
sangatlah penting. Untuk menggunakan bahasa yang benar, seseorang harus memiliki …"
degrading cassava mill effluent using aerated sequencing batch reactor palm kernel shell medium,2019,"Local cassava agro-processing industries in Nigeria generate toxic organic effluent with
negative environmental impact if disposed without adequate treatment. This study examines the …"
woman subordination british society duchess movie,2012,"Subordinasi terhadap perempuan berjalan dalam rentang waktu yang sangat lama. Struktur
patriarki menjadi salah satu hubungan sosial yang mengizinkan laki-laki mendominasi …"
soil characteristic shallot growth gypsum zeolite amendment irrigated saline alfisol inceptisol,2021,"Salinity of soil and irrigation is a factor that may cause a decrease in shallot productivity, so
it requires efforts with amendments. This research aimed to determine the effect of gypsum …"
effect integrated marketing communication service quality customer purchase decision gojek gresik,2019,"Penelitian ini bertujuan untuk mengetahui pengaruh dari Integrated Marketing Communication
(IMC) dan Service Quality terhadap keputusan pembelian pada pengguna Gojek di …"
study individual behavioral intention using digital payment method based innovation diffusion theory,2019,"… Responden adalah 303 mahasiswa S1 aktif dari jurusan akuntansi Fakultas Ekonomi
dan Bisnis, Universitas Brawijaya Hasil penelitian ini menemukan bahwa keuntungan relatif, …"
analysis grammatical cohesion dialogue main character due date movie,2013,"Kohesi memegang peranan penting dalam membuat teks karena membantu membentuk
kesatuan didalamnya. Kohesi tata bahasa dan kata adalah sesuatu yang membantu kohesi …"
reading strategy applied english language education student universitas brawijaya across different cognitive style,2017,"… The subject of this study is 106 students of English Language Education Program at
Universitas Brawijaya. The study uses two instruments namely Survey of reading strategies (SORS) …"
woman subordinate position patriarchy system depicted anna jacob independent woman,2018,"Manusia hidup dalam sebuah masyarakat yang mempunyai sistem sosial. Mereka terikat
untuk mengikuti sebuah sistem sosial yang mana dapat menentukan posisi laki-laki dan …"
effect ameliorant fertilizer growth yield maize grown peatlands soil west kalimantan indonesia,2019,"The use of agricultural lime ameliorant or rice husk charcoal combined with inorganic fertilizers
is one of the agricultural intensification efforts in peatlands. This study aimed to find out …"
role functional top management team initiating strategic alliance outcome innovativeness behavior empirical evidence star hotel,2020,"One way that is widely used by many organizations in general, including hotels to survive in
a business competition climate is to encourage employees to have an entrepreneurial …"
consumer motivation product quality service affecting purchase decision study consumer used car bekasi,2015,"Industri otomotif saat ini telah berkembang lebih luas dengan segmen produksi yang lebih
kreatif dan dinamis. Kebutuhan masyarakat Indonesia akan kendaraan roda empat telah …"
effect inoculation time application microbe growth yield soybean glycine max merrill,2016,"The application of inorganic fertilizers continuously can result in hardening of soil, narrowing
of soil pores, thus the roots will have difficulty in penetrating soil. Biological properties of …"
influence educational background ethic audit quality case study pwc ey deloitte kpmg,2019,"Kualitas audit yang baik ditentukan oleh kualitas sumber daya manusianya juga. Maka dari
itu penelitian ini akan melihat hal dasar yang harus dimiliki oleh auditor yaitu pendidikan …"
analysis bank soundness level using rgec risk profile good corporate governance earnings capital method three state owned bank,2017,"Penelitian ini bertujuan untuk menganalisis tingkat kesehatan bank pada tiga bank umum
BUMN paling popular di Indonesia, yaitu: PT Bank Rakyat Indonesia Tbk, PT Bank Mandiri (…"
markov chain modeling daily rainfall lay gaint woreda south gonder zone ethiopia,2018,"An understanding and knowledge of seasonal rainfall distribution, eg length of the growing
season and rainfall extremes, is very important in agro-based economies like Ethiopia, where …"
influence brand equity business customer satisfaction study makassar city resident,2016,"Penelitian ini bertujuan untuk menguji pengaruh loyalitas merek, persepsi kualitas, kesadaran
merek, dan asosiasi merek tentang kepuasan pelanggan bisnis e-commerce baik secara …"
effect motor vehicle emission towards lead pb content rice field soil different clay content,2015,"Motor vehicle gas emission contains lead (Pb) which is a hazardous and toxic substance.
Agricultural land, especially rice field, which is located nearby roads passed by many motor …"
study implicatures kabar bang one animated cartoon based relevance theory,2011,"Implikatur atau makna tersirat dapat ditemukan dalam kartun animasi Kabar Bang One.
Penelitian ini menggunakan teori relevansi sebagai landasan teori. Penelitian ini bertujuan …"
analysis tourist satisfaction tourist attraction quality kediri regency east java,2017,"This research aims to determine tourist satisfaction towards service quality which involves
attraction, accommodation, accessibility, facility, information, advertisement, and utilities …"
job satisfaction mediation variable information technology capability moderating variable study administrative employee universitas brawijaya,2023,"… Respondents in this study were administrative employees from each faculty at Universitas
Brawijaya. Administrative permanent employees here are subordinates to KTU or the Head of …"
Comparison Strategic Plan Ministry Education Culture Universitas Brawijaya Based Theoretical,2024,"… strategic plans at Universitas Brawijaya ran smoothly and … draft strategic plan of Universitas
Brawijaya there is a chapter … steps taken by Universitas Brawijaya in supporting the national …"
implementation corporate social responsibility csr social welfare case study pt petrokimia gresik,2015,"Di era saat ini, meningkatkan tuntutan menyeimbangkan hubungan antara alami, sosial
dan ekonomi bersama dengan pembangunan ekonomi dan kebutuhan masyarakat. …"
potential legume tree pruning organic matter improving phosphorus availability acid soil,2015,"A study that was aimed to elucidate roles of Gliricidia sepium and Tithonia diversifolia
prunings and their extracted humic and fulvic acids on improving phosphorus availability and …"
exploration characterization bacteria soil west kalimantan improving sandy soil aggregation,2018,"Exopolysaccharide (EPS) is a complex mix of macro-molecular electrolyte contained in the
outer cells of bacteria excreted as mucus and has a role in soil aggregation. This study aims …"
effect organizational competence organizational support organizational productivity towards adoption financial technology,2019,"The rapid development of internet technology with affordable prices raises new opportunities
for micro, small, and medium enterprises (SMEs) in East Java in creating product …"
carbon composite adsorbent procion red dye wastewater songket industry,2015,"Alumina-activated carbon composite has been synthesized and studied for adsorption procion
red dye. Composite was prepared by precipitation method aluminium hydroxide on the …"
Potentiality Tourism Resource Hulu Sungai Selatan Regency South Kalimantan,2017,"Hulu Sungai Selatan regency, South Kalimantan, has potentiality to be developed as tourism
destinations. It is especially important for local economic development, cultural preservation…"
study student anxiety correlation speaking performance xi grade student sman 1 krian,2014,"Keywords: Foreign Language Learning, Speaking, Anxiety, SMAN 1 KRIAN English has
become the most dominant global language which should be mastered by all students in …"
influence various fertilizing method two new superior variety rice oryza sativa monsoon agroecosystem sulawesi,2017,"A research on the adaptation test of new superior varieties of rice and fertilization methods
in monsoon agroecosystem in Sulawesi has been conducted in Baramamase Village, …"
correlation grammar mastery student writing ability among 1st year student sman 4 malang,2017,"Kurikulum Bahasa Inggris di Indonesia menuntut siswa untuk dapat menuangkan ide
mereka kedalam bentuk tulisan, terutama untuk siswa Sekolah Menengah Atas (SMA). Untuk …"
vulnerability mountain community climate change natural resource scarcity northwest ethiopia case debark woreda,2018,"In recent decades, climate change causes distressful shocks upon the poor people’s natural
resources and socio-economic processes from local up to global scales. The crisis is more …"
speech accommodation among freshman study program english faculty cultural study universitas brawijaya,2018,"… selama diadakannya diskusi kelompok di kelas mahasiswa baru Program Studi Sastra
Inggris di Fakultas Ilmu Budaya Universitas Brawijaya, dan (2) kategori apa yang muncul …"
sociolinguistic study difference male female status update facebook,2012,"Dalam bahasa sehari-hari yang digunakan oleh masyarakat, terdapat beberapa perbedaan
antara bahasa yang digunakan oleh laki-laki dan perempuan. Hal tersebut tidak hanya …"
questioning readiness manado tourism destination poor service waitress local restourants,2017,"In the last two decades, manado local Government has forwarded a Manado vision as a
tourism destination. Due to this policy, many accommodations and restaurant are built here. …"
soil organic matter status penetration resistance alley cropping system degraded acid dryland,2016,"Soil has important functions, one of which acts as a growing medium for plants so the soil
environment should be able to support the growth and development of the plants in taking …"
exploration hydrocarbon degrading bacteria soil contaminated crude oil south sumatera,2014,"The goal of this research was to explore hydrocarbon degrading bacteria on crude oil
contaminated soil with potential to degrade hydrocarbon in oil pollutant. The research started by …"
effect liquid saccharomyces cerevisiae addition feed quality broiler meat,2015,"Probiotic Is One Kind Of Feed Additive From Living Microorganism That Give Benefit To The
Host Body Due To Improve And Influencing The Production And Product Through Produce …"
study deixis used main character movie entitled harry potter deathly hallows part ii,2012,"Mengetahui bahasa berarti mengetahui bagaimana untuk menghasilkan dan memahami
kalimat dan ucapan-ucapan dengan makna tertentu. Namun, hal ini tidak hanya ucapan yang …"
diversity plant benefit biomass improving fertility degraded soil branta river basin,2015,"In support of healthy agriculture development to improve farmer’s prosperity status, soil
remediation and land conservation efforts maybe relied on the use of biomass of local vegetation…"
semiotic analysis avenged sevenfold nightmare album cover,2017,"Penelitian ini bertujuan untuk mengungkapkan makna dan pesan tanda-tanda penutup album
`Nightmare` Avenged Sevenfold. Interpreter membutuhkan proses decoding tanda yang …"
origami tessellation ceiling panel improve room acoustic quality case study lecture hall department architecture universitas brawijaya,2020,"The lecture hall of the Department of Architecture, Faculty of Engineering, Universitas Brawijaya,
is a room with a large volume of space. The room is close to MT Haryono Street, which …"
study motivation learning english second language learning second semester student english study program universitas brawijaya,2015,"… In this study, the researcher analyzes the motivation on learning English of second
semester students of English study program at Faculty of Cultural Studies Universitas …"
land water conservation practice tropical agricultural watershed,2019,"Large-scale land cultivation practices for agriculture which disregard conservation
principles are resulting in land degradation problems in tropical regions. The differences of …"
effect global stock index dow jones industrial average nikkei 225 hang seng strait time jakarta composite index indonesian stock exchange,2014,"Penelitian ini dimaksudkan untuk mengetahui dan menganalisis fluktuasi indeks harga
saham global dan korelasi dengan Indeks Komposit Jakarta di Bursa Efek Indonesia dan juga …"
comparison soil physical property index predict rice productivity malang regency east java,2021,"Article history: Received 24 November 2020 Accepted 29 April 2021 Published 1 July 2021
Rice has become the leading food commodity in Indonesia, with total production reached+ …"
cultural content analysis english textbook entitled bahasa inggris first year student senior high school,2019,"Penelitian ini bertujuan untuk menemukan kontent budaya didalam teks buku Bahasa Inggris
berdasarkan teori kategori kebudayaan dari Chao (2011) dan teori dimensi kebudayaan …"
influence marketing mix variable purchase decision customer satisfaction case study customer vitiara rent car malang,2015,"This study aimed to: understanding the influences of product, price, promotion, and distribution
channel on purchase decision, understanding the influences of product, price, promotion, …"
flouting hedging maxim bbc podcast english speak taken bbc learning english,2013,"Bahasa adalah sistem yang digunakan untuk kebutuhan transaksi dan interaksi dalam
masyarakat yang berfungsi sebagai alat komunikasi. Secara teori, komunikasi yang lancar terjadi …"
increasing cocoa productivity farmer capacity surrounding area pt kaltim prima coal pt berau coal,2014,"Based on agro-climate factors, most of surrounding area of coal mining sites in Indonesia is
suitable for cocoa cultivation. However, most of cocoa farmers in the environs of coal mining …"
Determinant Retailer Profit Gunungsari Ornamental Fish Market East Java Indonesia,2012,"Studi yang dilakukan di Pasar Ikan Hias Gunungsari, Surabaya, Jawa Timur, Indonesia,
bertujuan untuk menganalisa “faktor-faktor penentu keuntungan pedagang retail ikan hias”. …"
synthesis characterization application hydrocracking calophyllum inophyllum oil,2016,"This research aims to synthesize hydrotalcite as an alternatives of catalyst support of hydrocracking
of vegetable oils. Hydrotalcite can be synthesized in several ways, the most common …"
making rice bran sourdough bread,2022,"Sourdough is a bread made with the involvement of Lactobacillus bacteria and yeast that are
naturally present in wheat flour. This study used rice bran and milk kefir grains to speed up …"
balanced scorecard implementation measurement ub hotel performance assessment,2013,"Di era globalisasi, banyak perusahaan mulai melakukan perubahanperubahan kinerja
organisasi demi mewujudkan tercapainya visi dan misi perusahaan tersebut. Penilaian …"
flouting maxim main character utterance da vinci code movie,2012,"Komunikasi menjadi bagian penting dari kehidupan seseorang karena mereka hidup di
masyarakat. Untuk dapat mewujudkan komunikasi yang baik, maka baik pembicara maupun …"
assessment organic carbon contamination unsaturated zone case yogyakarta city indonesia,2021,"Article history: Received 22 June 2021 Accepted 3 August 2021 Published 1 October 2021
In 1997, groundwater pollution was caused by a diesel leak at the Yogyakarta City Railway …"
semiotic analysis television advertisement mild cigarette,2012,"Iklan merupakan salah satu media untuk menyampaikan pesan kepada orang lain. Dengan
tujuan mempengaruhi agar mereka menggunakan produk tersebut. Salah satu strategi …"
analysis problematic english consonant sound articulated student study program english batch universitas brawijaya,2017,"… This research is aimed to analyze the problematic in students pronunciation and the
factors of difficulty in pronouncing English consonant sounds by students of Study Program …"
influence group dynamic business management class universitas ciputra,2019,"The education world has significant roles in encouraging students to be produc- tive,
collaborative, and communicative in this competitive era. Therefore, educators should be able to …"
Learning Strategy Used Visual Impairment Student English Language Education Program Universitas Brawijaya,2018,"… Universitas Brawijaya has opened an inclusive program since 2012. This program is
collaboration between Universitas Brawijaya and PSLD (Pusat Studi dan Layanan Disabilitas) …"
compensatory strategy telling story used good learner english study program university brawijaya case study academic speaking class,2011,"… di Program Studi Bahasa Inggris, Universitas Brawijaya saat menceritakan pengalaman pribadi
… Studi Bahasa Inggris, Universitas Brawijaya saat menceritakan pengalaman pribadi dan …"
error analysis use personal pronoun among student fast track program agriculture facilty university brawijaya,2013,"… menganalisa aspek-aspek dalam ilmu pemerolehan bahasa kedua dengan cabang error
analisis di kalangan mahasiswa fast track, fakultas pertanian di lingkup universitas Brawijaya. …"
empirical study undergraduate feb ub student intention use use behavior ovo application,2020,"… The respondents comprise of 351 active undergraduate students from Faculty of Economics
and Business, Universitas Brawijaya. The results of this research indicate that Behavior …"
environmental issue portrayed train dragon 2 movie,2016,"Masalah lingkungan baru-baru ini menggunakan aktivitas manusia negatif. Mereka mengambil
dan menggunakan sumber daya alam tanpa mempertimbangkan dampak terhadap alam…"
influence type amount organic matter iron sorption acid mine drainage onto soil,2021,"Article history: Received 19 May 2021 Accepted 15 June 2021 Published 1 July 2021
Mining activity may potentially produce acid mine drainage (AMD), which has relatively high …"
conservation farming agriculture biogeotextile cover crop residue soil tillage application improve growth yield maize zea,2018,"Market demand for maize (Zea mays L.) in Indonesia is increasing from time to time along
with the increasing demand for food and livestock for fodder. However, current farming …"
perspective teacher speaking anxiety giving english instruction,2020,"… Bahasa Inggris di Universitas Brawijaya cukup baru sehingga … Pendidikan Bahasa Inggris
Universitas Brawijaya adalah subjek … Untuk Pendidikan Bahasa Inggris, Universitas Brawijaya …"
reading miscue analysis comparative study two group third semester student study program english universitas brawijaya,2015,"… This study was conducted to find out the answer to what the oral reading miscue types are
produced by the good and poor readers from third semester students in Study Program of English …"
combination therapy targeting paclitaxel dendrophthoe pentandra leaf extract nanoparticles improvement breast cancer treatment,2021,"The aim of this study is to investigate the combination treatments of paclitaxel and chitosan-Dendrophthoe
pentandra leaves extract nanoparticles (NPDP) on MCF-7 breast cancer cells. …"
analyzing environmental impact potential health challenge resulting artisanal gold mining shango area minna nigeria,2018,"The environmental impact and potential health challenges resulting from artisanal mining in
Shango area of Minna, North Central Nigeria was put into perspective. The methodology …"
Influence Service Marketing Mix Smartfren Customer Loyalty Study Brawijaya University Student Smartfren Customer,2015,"… Penelitian ini dilaksanakan pada mahasiswa Universitas Brawijaya sebagai pengguna …
Populasi dan sampel dalam penelitian ini adalah mahasiswa Universitas Brawijaya sebagai …"
effect experience quality behavioral intention island destination mediating role perceived value happiness,2021,"The purpose of this study was to determine the effect of experience quality, perceived value
and happiness on behavioral intention. The study also examines the mediating role of …"
participatory budgeting process public service organization case study economic faculty university brawijaya,2011,"… Tujuan dari studi kasus ini adalah untuk mengeksplorasi proses proses penganggaran
partisipatif dalam organisasi layanan publik, bernama fakultas ekonomi, Universitas Brawijaya (…"
effect trust perceived risk perceived benefit cost customer online purchase intention empirical study accounting student brawijaya,2016,"Penggunaan internet dan e-commerce di Indonesia terus menerus. Internet telah mengubah
perilaku konsumen dalam memenuhi kebutuhan mereka. Oleh karena itu, penelitian ini …"
urgence regulation business activity islamic microfinance institution according law 1 year microfinance institution,2021,"Microfinance Institutions (hereinafter referred to as MFIs) are financial institutions that function
as intermediary institutions that aim not only to seek profit, but have another goal, namely …"
interpretation asean motto one vision one identity one community student faculty cultural study class,2016,"… Universitas Brawijaya, and how is the impact of ASEAN Motto towards the students of Faculty
of Cultural Studies class of 2012 of Universitas Brawijaya. … of 2012 of Universitas Brawijaya.…"
effectiveness oil spill dispersant addition phytoremediation soil using ricinus communis l,2019,"Phytoremediation is one of the most effective and environmental-friendly methods in
retrieving oil-contaminated soil. The decline of Total Petroleum Hydrocarbon (TPH) oil in the …"
criterion ranking prioritization rehabilitation abandoned mine,2021,"Article history: Received 2 May 2021 Accepted 1 June 2021 Published 1 July 2021 The
rehabilitation of abandoned mines begins with the characterization and ranking of these mines. …"
characteristic soil developed alluvium potential cocoa plant development east kolaka regency southeast sulawesi,2016,"Cocoa is one of plantation commodities that is quite important for the national economy. Land
management for the development of this plant should pay attention to the characteristics of …"
visual impairment english language learning effort regular class english education study program brawijaya university case study,2016,"… pendidikan bahasa Inggris reguler, Universitas Brawijaya. Dia menghadiri semester kedua.
… reguler pendidikan pendidikan bahasa Inggris di Universitas Brawijaya. Yang kedua adalah …"
writing style analysis male female english literature student making travel writing creative writing class,2017,"… Universitas Brawijaya students in making travel writing? (2) What are the characteristics of
male and female English Literature of Universitas Brawijaya … of Universitas Brawijaya students …"
analysis duck meat supply chain malang indonesia,2021,"Penelitian ini bertujuan untuk menganalisis nilai tambah rantai pasok daging itik di Kota
Malang, Indonesia. Responden dalam penelitian ini adalah peternak itik, distributor, supplier, …"
language gender difference advertisement body treatment product,2012,"Manusia menggunakan bahasa untuk berkomunikasi dan berinteraksi dengan sesamanya.
Tetapi masyarakat mempunyai cara yang berbeda-beda dalam menyampaikan bahasa. …"
analyzing service quality based customer satisfaction palembang state treasury office,2011,"Sebagai negara berkembang, Indonesia masih berupaya meningkatkan kinerja pemerintah
melalui implementasi reformasi birokrasi. Pada tahun 2007, reformasi birokrasi secara …"
application synthetic grafted polymeric flocculants agricultural wastewater treatment,2021,"Article history: Received 12 March 2021 Accepted 28 March 2021 Published 1 April 2021
Due to the large amounts of freshwater consumed in Egypt by the agricultural sector that is …"
germination seed local pioneer plant specie different hydroseeding mulch revegetation mining soil,2016,"The purpose of this study was to determine the hydroseeding mulch optimum compositions
for germination and productivity of a few species of local plants pioneer in the post-mining …"
correlation communication apprehension academic achievement efl student brawijaya university,2019,"… Subjek penelitian ini adalah 100 mahasiswa semester tiga dari Program Studi Pendidikan
Bahasa Inggris di Fakultas Ilmu Budaya Universitas Brawijaya. Dalam penelitian ini, peneliti …"
descriptive analysis swear word among formula one driver,2020,"Fenomena kata-kata umpatan umumnya sering diutarakan dalam percakapan sehari-hari.
Biasanya, kata-kata umpatan memiliki fungsi untuk mengeskpresikan emosi seseorang …"
evaluation restoration asbestos mine northern greece eight year restoration work,2021,"Article history: Received 18 May 2021 Accepted 7 June 2021 Published 1 July 2021 This
paper deals with the evaluation of rehabilitation of spoils depositions of asbestos mine MABE, …"
correlation student epistemic belief anxiety online efl oral task study program english language education,2021,"… Oleh karena itu, mahasiswa Program Pendidikan Bahasa Inggris di Universitas Brawijaya …
kedua Program Pendidikan Bahasa Inggris Universitas Brawijaya. Instrumen penelitian terdiri …"
role accounting information system planning control sale pt pupuk kaltim surabaya branch,2016,"Penjualan adalah salah satu kegiatan signifikan untuk bertahan hidup perusahaan pada
keberhasilan kegiatan ini, jika penjualan meningkat sehingga perusahaan memiliki kemajuan …"
analysis atambua student multilingual background english oral proficiency,2017,"Multilingualisme adalah kemampuan seseorang untuk menggunakan lebih dari satu bahasa
untuk berkomunikasi. Masyarakat Atambua tergolong multibahasa karena pada dasarnya …"
response macronutrient content paddy saline source distance,2021,"The impact of salinity on paddy production in Indonesia was pronounced with an average
decline of 6.83%(2015-2019). Salinity interferes with macronutrient absorption into plants, …"
influence capital structure profitability firm value study retail company listed indonesia stock exchange period,2014,"The study investigated the influence of capital structure and profitability on firm value of retail
companies listed in Indonesia Stock Exchange from 2010 until 2013. Capital structure is …"
study figurative language found metropolis rubric jawa po newspaper,2015,"Penelitian ini bertujuan untuk mengetahui bahasa kiasan yang digunakan dan maknanya
dalam Rubrik Metropolis di Surat Kabar Jawa Pos. Ada satu masalah penelitian dalam …"
effect perceived usefulness perceived ease use mobility intention use indriver application study university student adoption,2021,"… Penggunaan, Dan Mobilitas Terhadap Niat Menggunakan Pada Aplikasi Indriver (Studi
Adopsi Mahasiswa terhadap Aplikasi Indriver di Fakultas Ilmu Administrasi Universitas Brawijaya…"
language gender language difference online chat room conversation,2019,"Pada ranah bahasa dan gender, gaya bahasa pada laki-laki dan perempuan dikatakan
berbeda dalam hal ketegasan dan kesopanannya. Penelitian terdahulu tentang bahasa dan …"
survey student intercultural sensitivity perception cross cultural understanding course english language education study program,2019,"… Pada Departemen Pendidikan Bahasa Inggris Universitas Brawijaya, para siswa difasilitasi
dengan mempelajari makna menghargai perbedaan budaya dalam kehidupan sekitar …"
food security vulnerability modeling east java province based geographically weighted ordinal logistic regression semiparametric gwolrs,2014,"Modeling of food security based on the characteristics of the area will be affected by the
geographical location which means that geographical location will affect the region’s potential. …"
Implementation of the World Software Program Teaching English Fourth Grade Student SD Bina Budi Mulia Malang,2017,"Pengajaran bahasa Inggris kepada peserta didik usia dini berbeda dengan pengajaran
bahasa Inggris kepada orang dewasa berbeda karena para guru seharusnya dapat …"
influence investment opportunity set dividend policy corporate value evidence indonesia stock exchange,2013,"Penelitian ini bertujuan untuk melakukan penelitian mengenai pengaruh dari proksi
ivestment opportunity set dan kebijakan deviden terhadap nilai perusahaan. Penelitian ini …"
challenge teaching learning speaking skill english foreign language center flc kampung inggris pare kediri,2019,"Di Indonesia, bahasa Inggris dianggap sebagai bahasa asing pertama. Namun, saat ini dalam
kurikulum sekolah dasar terbaru, pemerintah tidak memasukkan bahasa Inggris sebagai …"
effect perceived customer effectiveness green moderator variable practice green image customer attitude canteen university,2018,"This study aims to examine the relationships customers’ perceived green practices, perceived
the green image of a canteen, and attitudes toward a canteen, Keluwih customers and …"
study cohesive device found mahatma gandhi speech banaras hindu university,2016,"Penelitian ini bertujuan untuk menganalisis perangkat kohesif tata bahasa dan leksikal
yang digunakan dalam pidato Mahatma Gandhi di Universitas Banaras Hindu dan untuk …"
Distribution Modeling Rafflesia Schadenbergiana Rafflesia Consueloea Using Multi Criterion Decision Hierarchy Process GI,2021,"Article history: Received 4 April 2021 Accepted 14 May 2021 Published 1 July 2021 The
identification of potential habitats of the largest and smallest flowering parasitic Rafflesia in the …"
politeness strategy used president candidate indonesia political advertisement,2012,"Dewasa ini, media telah berkembang seiring dengan populasi dan teknologi. Sebagai
dampak dari hal tersebut iklan menjadi bagian yang penting, yang melekat di dalamnya. Iklan …"
waste management policy tourism area saensuk municipality thailand,2014,"Saensuk Municipality is a famous tourism city in Thailand, especially Bangsaen beach. In
supporting the tourism activity, it has waste managing method by using new generation …"
determinant bank business risk according bank rating component approach case commercial bank listed indonesia stock,2015,"Bank memiliki peran penting dalam perekonomian Indonesia, dengan prinsip yang fully-regulated,
Perbankan Indonesia berkepentingan untuk menjaga kesehatan bank melalui …"
study social commerce based modified theory technology acceptance model tam,2019,"… dunia maya dan mengetahui faktor-faktor penentu yang mempengaruhi niat melanjutkan
penggunaan perdagangan sosial di Fakultas Ekonomi dan Bisnis, Universitas Brawijaya. …"
bawean island potential ecotourism local knowledge plant diversity supporting ecotourism,2016,"Bawean Island has attractive biodiversity and natures that are potential for development.
The present study was aimed to investigate (i) the potential of Bawean Island’s natural …"
application moringa oleifera seed powder iron iii coagulation local water resource,2013,"This research aims to know the effect of the use of powder moringa seed to coagulant mass
and coagulation process, and its effectiveness to increase the quality of pure water. This …"
relationship among retail store environment customer satisfaction customer loyalty convenience store case study indomaret alfamart customer,2015,"Perubahan cepat era globalisasi mendorong munculnya beberapa bisnis ritel baru diikuti
oleh pertumbuhan teknologi, persaingan, dan perubahan lingkungan bisnis yang cepat. …"
analysis conversational implicature tvone kabar bang one animated editorial cartoon,2014,"Produk jurnalistik dapat menjadi pilihan untuk menyampaikan ide dan informasi, terutama
dalam mengkritisi isu-isu. Salah satu fitur untuk mengekspresikan opini dan kritik dalam …"
recent status coral reef ecosystem penuktukan bali indonesia implication sustainable marine tourism implementation,2016,"Recent development of marine tourism in Penuktukan Village, Sub district Tejakula of the
Buleleng Regency in Bali has been contributed to the coral reef ecosystem. The aim of the …"
politeness strategy directive illocutionary act oprah winfrey oprah winfrey show,2012,"Dalam berkomunikasi khususnya pada saat membuat tuturan direktif, penutur menggunakan
strategi tertentu untuk membuat komunikasi berjalan dengan lancar. Kesopanan …"
comparative analysis ifrs adoption earnings response coefficient conservative principle case study asean country,2016,"Tujuan dari studi empiris ini adalah untuk menganalisis bagaimana reaksi pasar dan prinsip
konservatif berubah pada adopsi IFRS melalui negara-negara anggota ASEAN. Indonesia, …"
student effort developing english speaking skill al fattah english course jombang,2011,"Bahasa Inggris adalah bahasa yang paling banyak digunakan oleh orang-orang di seluruh
dunia untuk berkomunikasi. Bahasa Inggris di Indonesia tidak dianggap sebagai bahasa …"
soil macroporosity physical property nutrient leaching forest conversion rubber oil palm plantation acrisol jambi indonesia,2021,"Article history: Received 18 July 2021 Accepted 31 August 2021 Published 1 October 2021
Soil degradation is expected to continue as forest conversion into other land uses increases …"
